"","ID","LineID","PriFault","SecFault","FmCode","FmName","UpFmCode","UpFmName","FaultSense","DipDir","HW_VOffset","Comment","Author","Year","Title","Source","RefPg","ErrRange","PubScale"
"7456",99,11438,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7457",99,11439,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7458",99,11440,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7459",99,11441,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7460",99,11442,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7461",99,11443,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7462",99,11444,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7804",99,11786,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7807",99,11789,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7808",99,11790,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7809",99,11791,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7810",99,11792,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7811",99,11793,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7812",99,11794,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7818",99,11800,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7819",99,11801,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7820",99,11802,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7821",99,11803,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7822",99,11804,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7823",99,11805,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7824",99,11806,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7825",99,11807,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7826",99,11808,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7827",99,11809,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7828",99,11810,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7829",99,11811,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7968",99,11950,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7969",99,11951,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7971",99,11953,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7973",99,11955,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7974",99,11956,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7975",99,11957,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7976",99,11958,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7977",99,11959,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7978",99,11960,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7979",99,11961,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
"7980",99,11962,"satellite data","(none)",9800,"PRECAMBRIAN SYSTEM",20,"QUATERNARY SYSTEM","normal/strike-slip",0,NA,"Interpreted basement-controlled fault.","Misra, K.S., Slaney, V.R., Graham, D. and Harris, J.","1991","Mapping of basement and other tectonic features using SEASAT and Thematic Mapper in hydrocarbon-producing areas of the Western Sedimentary Basin of Canada.","Canadian Journal of Remote Sensing. 17; 2,  p.137-151.","141","< 1 km","1:1,200,000"
